Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast
669.45,671.89,654.49,667,1965400,14.9898424906618,685.180684981323,625.221315018676,670,671.64,671.68,642,677.4,667.462,650.469,655.201,658.5146,580.334649999999,664.392320760719,664.392320760719,664.392320760719,664.392320760719,664.392320760719,3.22047220191973,0.429406271317828,17.1313060184409,14.5845953070449,1333.33333333333,1.84605518315494,56.0675131734219,-19.3569553805774,80.6430446194226,0.0138847117542736,-5896200,31289167.9999999,8,3,281,41,0,0,0,0,0,0,0,2015,10,101.52,101.11,100.51,97.85,98.841,99.8365000000002,101.3284,2013.43,1995.83,1923.82,17050.75,16912.29,16272.01,671.24
667.49,674.09,662.36,671.24,1606200,15.4131654592365,686.824330918473,625.171669081527,667,670,671.64,656.99,669.45,670.312,653.578,655.998,658.6482,580.996999999999,666.674880507146,666.674880507146,666.674880507146,666.674880507146,666.674880507146,4.07370791836911,1.15826660072808,16.7454984456951,14.3520442748337,1333.33333333333,4.8566742169804,57.7596887868466,-12.4015748031495,87.5984251968505,0.0108612886874278,6810288.00000002,25602828.0000001,9,4,282,41,0,0,0,0,0,0,0,2015,10,101.98,101.52,101.11,99.56,99.1870000000001,99.8950000000002,101.2274,2014.89,2013.43,1951.36,17084.49,17050.75,16472.37,676.43
669.19,677.98,667.24,676.43,1334200,16.0428102932554,689.28162058651,625.110379413489,671.24,667,670,671.68,667.49,671.262,658.796,657.196,659.0268,581.694499999999,669.926587004764,669.926587004764,669.926587004764,669.926587004764,669.926587004764,5.1097905119592,1.94857138297431,16.3165342710026,14.3856001064125,1333.33333333333,8.35883059671605,59.8007846624904,-3.88779527559056,96.1122047244094,0.00538742263531885,6924497.99999992,31967431.9999999,12,0,285,42,0,0,0,0,0,0,0,2015,10,102.23,101.98,101.52,100.99,99.838,99.9810000000002,101.134,2017.46,2014.89,1987.05,17131.86,17084.49,16776.43,683.17
674.26,688.46,673.11,683.17,2122300,16.9927721167161,692.086544233432,624.115455766568,676.43,671.24,667,671.64,669.19,673.568,664.852,658.101,659.3958,582.402749999999,674.341058003176,674.341058003176,674.341058003176,674.341058003176,674.341058003176,6.40096872047616,2.83905085047468,16.2474961087881,15.0407930508842,1333.33333333333,9.72679526509371,62.3454516778277,-7.49079580855293,92.5092041914471,0.00645707764760321,14304302,38413629.9999998,13,1,286,42,0,0,0,0,0,0,0,2015,10,101.56,102.23,101.98,100.51,100.472,99.9745000000002,101.0338,2003.69,2017.46,1979.92,17081.89,17131.86,16790.19,680.41
683.73,690.04,678.9,680.41,1564600,17.6484621292178,694.142424258435,623.548575741564,683.17,676.43,671.24,670,674.26,675.65,669.056,658.8455,659.7784,583.118249999999,676.364038668784,676.364038668784,676.364038668784,676.364038668784,676.364038668784,7.11945912634576,3.69513250564889,15.8826749581604,15.738623666331,1333.33333333333,6.58552250262386,60.652305073194,-13.3379501385042,86.6620498614958,0.00684793548507747,-4318295.99999999,23296894,14,2,287,42,0,0,0,0,0,0,0,2015,10,101.4,101.56,102.23,101.11,100.871,99.9315000000002,100.9344,1994.24,2003.69,1995.83,16924.75,17081.89,16912.29,693.02
685.25,694.16,684.39,693.02,2357800,19.05467703327,698.02235406654,621.80364593346,680.41,683.17,676.43,667,683.73,680.854,674.158,659.913,660.173,583.906949999999,681.916025779189,681.916025779189,681.916025779189,681.916025779189,681.916025779189,8.60717144859302,4.67754029423772,15.7303410325775,16.6227871297716,1333.33333333333,7.94704049844237,65.2903100521325,-1.49371069182388,98.5062893081761,0.00809491814208859,29731858,50339030.0000001,15,3,288,42,0,0,0,0,0,0,0,2015,10,103.07,101.4,101.56,101.52,101.393,99.9700000000002,100.852,2023.86,1994.24,2013.43,17141.75,16924.75,17050.75,695.32
695.4,696.22,689.1,695.32,1815800,20.6372264813426,702.907452962685,620.358547037314,693.02,680.41,683.17,671.24,685.25,685.67,677.991,661.633,660.6764,584.730249999999,686.384017186126,686.384017186126,686.384017186126,686.384017186126,686.384017186126,9.8581463854124,5.71366151247266,15.1153166731077,17.5625639904853,1333.33333333333,5.83418316869359,66.0757616962294,-1.1510423327791,98.8489576672209,0.00833233581424617,4176340.00000012,62463520.0000002,16,4,289,42,0,0,0,0,0,0,0,2015,10,103.5,103.07,101.4,101.98,101.787,100.1025,100.8126,2033.11,2023.86,2014.89,17215.97,17141.75,17084.49,699.95
694,700.24,692.21,699.95,1508600,22.3338994815675,707.949298963135,618.613701036865,695.32,693.02,680.41,676.43,695.4,690.374,680.818,663.2815,661.3876,585.582249999999,690.906011457418,690.906011457418,690.906011457418,690.906011457418,690.906011457418,11.0952561349386,6.78998043696585,14.6092226250286,18.6677359276575,1333.33333333333,4.20884945212007,67.6621785532342,-0.407933605289019,99.592066394711,0.00832585695942975,6984817.99999999,49738542,19,0,292,43,0,0,0,0,0,0,0,2015,10,104.09,103.5,103.07,102.23,102.097,100.249,100.7876,2033.66,2033.11,2017.46,17230.54,17215.97,17131.86,680
697.89,698,673.68,680,2621700,22.5005471921795,709.622594384359,619.620405615641,699.95,695.32,693.02,683.17,694,689.739999999999,681.654,664.6215,661.7248,586.384949999999,687.270674304945,687.270674304945,687.270674304945,687.270674304945,687.270674304945,10.3466070083858,7.50130575124984,15.4421352946694,17.9162940540092,1333.33333333333,1.24471443034959,55.5976526782963,-29.2824074074074,70.7175925925926,0.0174947218391795,-52302915.0000001,70261559.9999999,20,1,293,43,0,0,0,0,0,0,0,2015,10,103.56,104.09,103.5,101.56,102.402,100.4445,100.728,2030.77,2033.66,2003.69,17217.11,17230.54,17081.89,671.8
683.21,684.9,670.7,671.8,1597600,22.3903348744409,710.327669748882,620.766330251118,680,699.95,695.32,680.41,697.89,688.018,681.834,665.547,661.3548,587.210749999999,682.113782869963,682.113782869963,682.113782869963,682.113782869963,682.113782869963,8.98801744190257,7.79864808938039,15.3534113450501,16.9760999097322,1333.33333333333,0.268656716417904,51.5305538267397,-42.613125561882,57.386874438118,0.0182178721328067,-13100320.0000001,29571576,21,2,294,43,0,0,0,0,0,0,0,2015,10,102.92,103.56,104.09,101.4,102.583,100.604,100.6828,2018.94,2030.77,1994.24,17168.61,17217.11,16924.75,681.14
675.44,688.05,671.7,681.14,4431600,22.5024092920625,711.863318584125,621.853681415875,671.8,680,699.95,693.02,683.21,685.642,683.248,666.8585,661.1482,588.090699999999,681.789188579976,681.789188579976,681.789188579976,681.789188579976,681.789188579976,8.56623909275595,7.9521662900555,15.4245962489751,16.3377267725423,1333.33333333333,2.11994002998501,55.5216706958451,-41.7486338797815,58.2513661202185,0.0169615808325294,41391144.0000001,116240868,22,3,295,43,0,0,0,0,0,0,0,2015,10,105.02,102.92,103.56,103.07,102.933,100.887,100.6724,2052.51,2018.94,2023.86,17489.16,17168.61,17141.75,719.33
750.06,752.5,717.94,719.33,6336300,24.4381612442536,719.693822488507,621.941177511493,681.14,671.8,680,695.32,675.44,690.444,688.057,670.8175,661.8046,589.152799999999,694.302792386651,694.302792386651,694.302792386651,694.302792386651,694.302792386651,11.1846607383789,8.59866517972017,19.4199822311912,18.5814513526343,1333.33333333333,7.16435254156487,67.3574714565061,-33.8434853586368,66.1565146413632,0.0319328119735305,241983297,501708234,23,4,296,43,0,0,0,0,0,0,0,2015,10,107.96,105.02,102.92,103.5,103.531,101.359,100.7242,2075.15,2052.51,2033.11,17646.7,17489.16,17215.97,731.12
720.02,734.95,720.02,731.12,2438800,25.3855018506759,726.932003701352,625.389996298648,719.33,681.14,671.8,699.95,750.06,696.678,693.526,676.161,662.6396,590.304799999999,706.575194924434,706.575194924434,706.575194924434,706.575194924434,706.575194924434,14.0491829879309,9.68876874136231,19.1485549289632,20.6649098912912,1333.33333333333,8.08509380128026,70.0106420656761,-21.8141006019794,78.1858993980206,0.0321860928003128,28753451.9999999,260634556,26,0,299,44,0,0,0,0,0,0,0,2015,10,108.03,107.96,105.02,104.09,104.111,101.9745,100.7742,2071.18,2075.15,2033.66,17623.05,17646.7,17230.54,732.82
726.57,735.96,724.14,732.82,1938900,25.1095189069204,731.890537813841,631.452462186159,731.12,719.33,681.14,680,720.02,707.242,698.491,681.6715,663.4138,591.483599999999,715.323463282956,715.323463282956,715.323463282956,715.323463282956,715.323463282956,16.26897468786,11.0048099306619,18.6250867197516,22.6286128323073,1333.33333333333,7.26759078999372,70.3844266019982,-20.0795837159473,79.9204162840527,0.0254066861201146,3296130.00000009,213686169,27,1,300,44,0,0,0,0,0,0,0,2015,10,108.25,108.03,107.96,103.56,104.78,102.626,100.811,2065.89,2071.18,2030.77,17581.43,17623.05,17217.11,736.92
733,737.37,727.27,736.92,1980200,25.8243485473476,738.247697094695,634.950302905305,732.82,731.12,719.33,671.8,726.57,720.266,704.142,686.599,664.377599999999,592.659199999999,722.522308855304,722.522308855304,722.522308855304,722.522308855304,722.522308855304,18.1497918352361,12.4338063115767,18.016151954055,24.4949032498284,1333.33333333333,8.30528651842272,71.3130883917454,-17.2842245396051,82.7157754603949,0.0215896646877705,8118819.99999982,195148710,28,2,301,44,0,0,0,0,0,0,0,2015,10,109.15,108.25,108.03,102.92,105.555,103.213,100.8768,2090.35,2065.89,2018.94,17779.52,17581.43,17168.61,744.85
736.63,746.79,735.16,744.85,1826000,26.7013154170383,745.144130834076,638.338869165923,736.92,732.82,731.12,681.14,733,733.008,709.325,691.7415,665.3938,593.853799999999,729.964872570203,729.964872570203,729.964872570203,729.964872570203,729.964872570203,20.0491238813545,13.9568698255323,17.5599982430511,26.5092072448153,1333.33333333333,7.47886063894261,73.071891762629,-8.97255453905698,91.027445460943,0.0218144309026236,14480180.0000001,187804100,29,3,302,44,0,0,0,0,0,0,0,2015,10,108.97,109.15,108.25,105.02,106.145,103.769,100.9528,2089.41,2090.35,2052.51,17755.8,17779.52,17489.16,737.39
745.56,746.31,736.53,737.39,1999200,27.2407931863451,750.24308637269,641.27991362731,744.85,736.92,732.82,719.33,736.63,736.62,713.532,695.7615,666.551999999999,595.020699999999,732.439915046802,732.439915046802,732.439915046802,732.439915046802,732.439915046802,20.713624784936,15.308220817413,17.0042840828332,28.3796323830175,1333.33333333333,6.05045159063452,68.7985919151742,-18.4718826405868,81.5281173594132,0.00994859528285531,-14914032.0000001,160735680,30,4,303,44,0,0,0,0,0,0,0,2015,10,108.49,108.97,109.15,107.96,106.644,104.2155,101.0776,2079.36,2089.41,2075.15,17663.54,17755.8,17646.7,747.74
734.53,748.18,731.45,747.74,1995700,28.9570872108542,757.478674421708,641.650325578291,737.39,744.85,736.92,731.12,745.56,739.944,718.311,699.5645,668.626199999999,596.207099999999,737.539943364535,737.539943364535,737.539943364535,737.539943364535,737.539943364535,21.823833472529,16.6113433484362,16.9846923626308,29.6162132412736,1333.33333333333,6.82763054503893,71.3058157337861,-5.81907090464547,94.1809290953545,0.00931066026509051,20655495,151792942,2,0,306,45,0,0,0,0,0,0,0,2015,11,109.71,108.49,108.97,108.03,107.206,104.6515,101.3162,2104.05,2079.36,2071.18,17828.76,17663.54,17623.05,748.82
745.43,751.7,741.16,748.82,1815300,30.1576856355875,763.738871271175,643.108128728825,747.74,737.39,744.85,732.82,734.53,743.144,725.193,703.4235,671.240399999999,597.401499999999,741.299962243023,741.299962243023,741.299962243023,741.299962243023,741.299962243023,22.5311042850587,17.7952955357607,16.5243571938715,30.8928386517999,1333.33333333333,10.1205882352941,71.5626049674724,-4.49877750611241,95.5012224938876,0.00937118791525374,1960524.00000007,140104854,3,1,307,45,0,0,0,0,0,0,0,2015,11,110.09,109.71,108.49,108.25,107.859,105.1305,101.6376,2109.79,2104.05,2065.89,17918.15,17828.76,17581.43,755.31
749.9,759.9,749.2,755.31,2092000,31.1966789561793,770.082357912358,645.295642087641,748.82,747.74,737.39,736.92,745.43,746.822,733.544,707.689,674.097199999999,598.576099999999,745.969974828682,745.969974828682,745.969974828682,745.969974828682,745.969974828682,23.3461899155587,18.9054744117203,16.1354745371664,32.3658000353857,1333.33333333333,12.4307829711224,73.1193866979235,-5.14573991031394,94.8542600896861,0.00957064193689038,13577079.9999998,178468520,4,2,308,45,0,0,0,0,0,0,0,2015,11,110.1,110.09,109.71,109.15,108.577,105.58,101.9662,2102.31,2109.79,2090.35,17867.58,17918.15,17779.52,760.67
758.81,766.35,757.47,760.67,2274300,31.7921795870451,775.95685917409,648.78814082591,755.31,748.82,747.74,744.85,749.9,749.986,741.497,712.3725,676.115799999999,599.692949999999,750.869983219121,750.869983219121,750.869983219121,750.869983219121,750.869983219121,24.1463146697617,19.9536424633286,15.7715120702259,33.9447255137079,1333.33333333333,11.6760137416684,74.3674442217255,-5.93831677992688,94.0616832200731,0.00914811057201769,12190248,213033681,5,3,309,45,0,0,0,0,0,0,0,2015,11,109.81,110.1,110.09,108.97,109.056,105.9945,102.1946,2099.93,2102.31,2089.41,17863.43,17867.58,17755.8,761.6
759.39,763.02,755.03,761.6,1677200,32.0586048018672,781.007709603734,652.773290396265,760.67,755.31,748.82,737.39,758.81,754.828,745.724,716.8905,677.988599999999,600.791199999999,754.446655479414,754.446655479414,754.446655479414,754.446655479414,754.446655479414,24.5722093954791,20.8773558497587,15.2156897794955,35.1434255416701,1333.33333333333,5.87630155839461,74.5879087270458,-4.96602195504443,95.0339780449556,0.00536779472091856,1559796.00000011,151551792,6,4,310,45,0,0,0,0,0,0,0,2015,11,109.88,109.81,110.1,108.49,109.248,106.3895,102.3746,2099.2,2099.93,2079.36,17910.33,17863.43,17663.54,754.77
758.52,763.3,749.11,754.77,1776900,31.6379813174341,784.083462634868,657.531537365132,761.6,760.67,755.31,747.74,759.39,756.234,748.089,720.8075,679.890199999999,601.881449999999,754.554436986276,754.554436986276,754.554436986276,754.554436986276,754.554436986276,24.0810191162494,21.5180885030569,15.1424262238172,35.6152575084311,1333.33333333333,3.23476310318415,69.8372243722847,-12.1066387872452,87.8933612127548,0.00692050382354802,-12136227.0000001,139202346,9,0,313,46,0,0,0,0,0,0,0,2015,11,108.72,109.88,109.81,109.71,109.317,106.714,102.5318,2078.58,2099.2,2104.05,17730.48,17910.33,17828.76,758.26
753.48,760.6,748.41,758.26,1489900,31.3909627625229,787.343925525046,661.780074474954,754.77,761.6,760.67,748.82,758.52,758.122,750.633,724.562,682.098999999999,603.066799999999,755.789624657518,755.789624657518,755.789624657518,755.789624657518,755.789624657518,23.7001604175224,21.95450288595,14.9315386364017,35.977173115265,1333.33333333333,3.47152097377254,70.8586047116471,-8.54727945060754,91.4527205493925,0.00701447687212673,5199751.00000001,111876591,10,1,314,46,0,0,0,0,0,0,0,2015,11,108.44,108.72,109.88,110.09,109.336,107.058,102.7084,2081.72,2078.58,2109.79,17758.21,17730.48,17918.15,765.25
762.38,769.08,759.75,765.25,2093300,30.8380159099669,790.480031819934,667.127968180066,758.26,754.77,761.6,755.31,753.48,760.11,753.466,728.804,684.812799999999,604.330899999999,758.943083105012,758.943083105012,758.943083105012,758.943083105012,758.943083105012,23.6892863895451,22.301459586669,14.6378573052302,36.692116761603,1333.33333333333,3.84437930847311,72.8421750575353,-7.48924520922965,92.5107547907703,0.00713837822148387,14632167,177595572,11,2,315,46,0,0,0,0,0,0,0,2015,11,108.3,108.44,108.72,110.1,109.251,107.403,102.9444,2075,2081.72,2102.31,17702.22,17758.21,17867.58,756.53
760.18,765.8,755.86,756.53,1772600,30.2230669095853,792.42563381917,671.533366180829,765.25,758.26,754.77,760.67,762.38,759.282,754.634,731.9795,687.045199999999,605.547399999999,758.138722070008,758.138722070008,758.138722070008,758.138722070008,758.138722070008,22.7151909386848,22.3842058570722,14.3022960691423,36.9148371333209,1333.33333333333,1.56810095992481,66.7391915138219,-25.5809213208317,74.4190786791683,0.00883900123011266,-15457072.0000001,112577826,12,3,316,46,0,0,0,0,0,0,0,2015,11,107.25,108.3,108.44,109.81,109.079,107.612,103.105,2045.97,2075,2099.93,17448.07,17702.22,17863.43,740.07
754.04,755.33,739.47,740.07,2409400,28.9978681793608,792.212736358721,676.221263641278,756.53,765.25,758.26,761.6,760.18,754.976,754.902,734.217,689.105599999999,606.559999999999,752.115814713339,752.115814713339,752.115814713339,752.115814713339,752.115814713339,20.3800997342936,21.9833846325165,14.4992749213464,35.5133411723103,1333.33333333333,0.363444039110927,57.0266061482428,-64.5527369826434,35.4472630173566,0.0125507113145706,-39658723.9999998,107820650,13,4,317,46,0,0,0,0,0,0,0,2015,11,105.14,107.25,108.3,109.88,108.744,107.694,103.2332,2023.04,2045.97,2099.2,17245.24,17448.07,17910.33,750.42
740.21,751.71,734.33,750.42,2535200,28.0390701991311,792.818640398262,680.662359601738,740.07,756.53,765.25,754.77,754.04,754.106,755.17,736.7405,691.534799999999,607.651099999999,751.550543142226,751.550543142226,751.550543142226,751.550543142226,751.550543142226,19.144001500263,21.4155080060658,14.7050409983931,33.7797639277997,1333.33333333333,0.358413352234727,60.8816525489424,-44.6304711791439,55.3695288208561,0.0149958154290462,26239319.9999998,127951544,16,0,320,47,0,0,0,0,0,0,0,2015,11,106.66,105.14,107.25,108.72,108.439,107.8225,103.4152,2053.19,2023.04,2078.58,17483.01,17245.24,17730.48,745.98
752.47,754.95,744.05,745.98,1943200,24.6937193112192,789.426938622438,690.652061377561,750.42,740.07,756.53,758.26,740.21,751.65,754.886,740.0395,693.576799999999,608.714499999999,749.693695428151,749.693695428151,749.693695428151,749.693695428151,749.693695428151,17.6031951744526,20.6530454397431,14.4332523556507,32.3845087566983,1333.33333333333,-0.379263374375689,58.4589062153374,-61.3871910709541,38.6128089290459,0.0147347678425803,-8627807.99999988,128212336,17,1,321,47,0,0,0,0,0,0,0,2015,11,106.72,106.66,105.14,108.44,108.102,107.9805,103.5434,2050.44,2053.19,2081.72,17489.5,17483.01,17758.21,760.01
749.57,761.1,747.39,760.01,1813300,19.110422893231,782.670845786462,706.229154213538,745.98,750.42,740.07,765.25,752.47,750.602,755.356,744.45,695.908799999999,609.884049999999,753.132463618767,753.132463618767,753.132463618767,753.132463618767,753.132463618767,17.3146067975417,19.9853577113029,14.4823057588185,31.4851391789887,1333.33333333333,0.622261058373389,63.4134367882064,-24.1031092213661,75.8968907786339,0.0171730701732181,25440599,159951193,18,2,322,47,0,0,0,0,0,0,0,2015,11,108.77,106.72,106.66,108.3,107.969,108.273,103.7352,2083.58,2050.44,2075,17737.16,17489.5,17702.22,759.94
759.78,763.23,757.23,759.94,1403900,12.269493619724,772.928987239448,723.851012760552,760.01,745.98,750.42,756.53,749.57,751.284,755.283,748.39,698.085999999999,611.034599999999,755.401642412511,755.401642412511,755.401642412511,755.401642412511,755.401642412511,16.8856032908733,19.3654068272169,13.8764267760458,30.7849791805962,1333.33333333333,-0.0959680281856659,63.3728249446509,-24.28913101249,75.71086898751,0.0162222487500085,-98272.9999999106,110627320,19,3,323,47,0,0,0,0,0,0,0,2015,11,108.85,108.77,106.72,107.25,107.873,108.4645,103.907,2081.24,2083.58,2045.97,17732.75,17737.16,17448.07,777
769.3,779.32,764.1,777,2773900,11.8499967910379,774.973493582076,727.573506417924,759.94,760.01,745.98,740.07,759.78,758.67,756.823,751.2735,700.519999999999,612.250199999999,762.601094941674,762.601094941674,762.601094941674,762.601094941674,762.601094941674,17.7179725857527,19.0359199789241,14.2695391491854,31.034518070675,1333.33333333333,2.02205882352941,68.643483609294,-5.15670148921994,94.8432985107801,0.0122832005334212,47322733.9999999,159970813,20,4,324,47,0,0,0,0,0,0,0,2015,11,109.59,108.85,108.77,105.14,107.844,108.546,104.0826,2089.17,2081.24,2023.04,17823.81,17732.75,17245.24,776.7
777.47,782.9,773.51,776.7,1732400,12.1492745614158,777.851049122831,729.253950877168,777,759.94,760.01,750.42,769.3,763.926,759.016,753.5525,703.004599999999,613.487299999999,767.300729961116,767.300729961116,767.300729961116,767.300729961116,767.300729961116,18.1442679297664,18.8575895690926,13.9210006385293,31.4404263502514,1333.33333333333,2.90552088715769,68.4569290824421,-12.7650813259212,87.2349186740788,0.0127454089526197,-519719.999999921,78962792.0000001,23,0,327,48,0,0,0,0,0,0,0,2015,11,109.27,109.59,108.85,106.66,107.899,108.608,104.2578,2086.59,2089.17,2053.19,17792.68,17823.81,17483.01,769.63
772.96,775.99,758.11,769.63,2394000,11.6198406094799,778.63268121896,732.15331878104,776.7,777,759.94,745.98,777.47,768.656,760.153,755.393,705.095799999999,614.634649999999,768.077153307411,768.077153307411,768.077153307411,768.077153307411,768.077153307411,17.7074991203211,18.6275714793383,14.25450059292,30.3848892844634,1333.33333333333,1.49948566454778,64.0398076607654,-27.3213918056413,72.6786081943587,0.0136017363616772,-16925580.0000001,88123139.9999999,24,1,328,48,0,0,0,0,0,0,0,2015,11,109.17,109.27,109.59,106.72,107.972,108.654,104.4074,2089.14,2086.59,2050.44,17812.19,17792.68,17489.5,769.26
771.69,773,766.53,769.26,1180600,11.1547521145514,779.319504229103,734.700495770897,769.63,776.7,777,760.01,772.96,770.506,760.554,757.01,707.170599999999,615.790949999999,768.471435538274,768.471435538274,768.471435538274,768.471435538274,768.471435538274,17.1339908038576,18.3288553442421,13.6984648362829,29.4047477233745,1333.33333333333,0.524011760862462,63.8077678671644,-28.083178917027,71.916821082973,0.0117953357595425,-436822.000000005,38180604,25,2,329,48,0,0,0,0,0,0,0,2015,11,109.27,109.17,109.27,108.77,108.069,108.66,104.5476,2088.87,2089.14,2083.58,17813.39,17812.19,17737.16,771.97
769.16,774,767,771.97,721700,11.2467601884761,780.859520376952,735.872479623048,769.26,769.63,776.7,759.94,771.69,772.912,762.098,758.366,709.176599999999,616.920749999999,769.637623692183,769.637623692183,769.637623692183,769.637623692183,769.637623692183,16.7055841080088,18.0042010969955,13.2200030622627,28.5596550780961,1333.33333333333,2.04089725457022,64.8134064473344,-22.5036030471484,77.4963969528516,0.0117089282370906,1955807.00000003,19572504,27,4,331,48,0,0,0,0,0,0,0,2015,11,109.42,109.27,109.17,108.85,108.286,108.6825,104.69,2090.11,2088.87,2081.24,17813.39,17813.39,17732.75,762.85
771.87,775.03,761.12,762.85,1679300,10.13333680172,779.90567360344,739.37232639656,771.97,769.26,769.63,777,769.16,770.082,764.376,759.639,711.215199999999,617.979199999999,767.375082461455,767.375082461455,767.375082461455,767.375082461455,767.375082461455,15.4520394419391,17.4937687659842,13.2692885578154,27.2314859146449,1333.33333333333,3.07808720796681,58.8837163032459,-41.2806259007617,58.7193740992383,0.00649091533498192,-15315216,42754978.0000001,30,0,334,49,1,0,0,0,0,0,0,2015,11,109.15,109.42,109.27,109.59,108.687,108.7155,104.856,2080.41,2090.11,2089.17,17719.92,17813.39,17823.81,783.79
766.94,785,765.95,783.79,2019900,11.0684717126117,783.578443425223,739.304556574777,762.85,771.97,769.26,776.7,771.87,771.5,767.713,761.4415,713.551399999999,619.173099999999,772.84672164097,772.84672164097,772.84672164097,772.84672164097,772.84672164097,15.9642532854236,17.1878656698721,13.9036250894,26.6777820034426,1333.33333333333,4.44684310119666,66.4691189618503,-2.38800078942182,97.6119992105782,0.0155741521367704,42296705.9999999,72817394.9999999,1,1,335,49,0,1,0,0,0,0,0,2015,12,110.24,109.15,109.42,109.27,109.045,108.742,105.0376,2102.63,2080.41,2086.59,17888.35,17719.92,17792.68,777.85
785.25,793.05,776.43,777.85,2343800,11.2285112196934,785.350022439387,740.435977560613,783.79,762.85,771.97,769.63,766.94,773.144,770.9,762.893,716.044399999999,620.349099999999,774.51448109398,774.51448109398,774.51448109398,774.51448109398,774.51448109398,15.7097854615392,16.8922496282055,14.0976518687285,26.6476383252744,1333.33333333333,4.27223249953082,62.9228813003442,-25.8855585831062,74.1144414168938,0.0153174086554453,-13922171.9999999,68040513.9999999,2,2,336,49,0,0,0,0,0,0,0,2015,12,109.56,110.24,109.15,109.17,109.329,108.7155,105.2358,2079.51,2102.63,2089.14,17729.68,17888.35,17812.19,768.2
780.56,784.48,762.45,768.2,2097500,11.1399342694008,785.817368538802,741.257631461198,777.85,783.79,762.85,769.26,785.25,772.932,771.719,763.5375,718.342599999999,621.457849999999,772.409654062654,772.409654062654,772.409654062654,772.409654062654,772.409654062654,14.5615866199028,16.426117026545,14.6642481638194,25.3932915229311,1333.33333333333,1.07761739977106,57.5510007495213,-42.3194822888282,57.6805177111718,0.016708321808737,-20240875,27036775.0000002,3,3,337,49,0,0,0,0,0,0,0,2015,12,107.7,109.56,110.24,109.27,109.222,108.5955,105.3952,2049.62,2079.51,2088.87,17477.67,17729.68,17813.39,779.21
769.71,782.42,765.51,779.21,2490000,11.6485433808264,787.761586761653,741.167413238347,768.2,777.85,783.79,771.97,780.56,774.38,773.646,764.4645,720.828599999999,622.644899999999,774.676436041769,774.676436041769,774.676436041769,774.676436041769,774.676436041769,14.3743472240918,16.0157630660543,14.8246590092608,24.2285409207551,1333.33333333333,2.53572650472405,61.5810296138549,-23.5694822888282,76.4305177111718,0.0179574238838771,27414900,46164600.0000002,4,4,338,49,0,0,0,0,0,0,0,2015,12,110.22,107.7,109.56,109.42,109.359,108.616,105.6124,2091.69,2049.62,2090.11,17847.63,17477.67,17813.39,772.99
780.06,781,766.72,772.99,1831300,11.7788277497445,788.591655499489,741.476344500511,779.21,768.2,777.85,762.85,769.71,776.408,773.245,765.034,723.485399999999,623.834849999999,774.114290694513,774.114290694513,774.114290694513,774.114290694513,774.114290694513,13.567657130803,15.5261418790041,14.7857547943136,23.1469867901632,1333.33333333333,-0.516087516087515,58.2183291273565,-40.938775510204,59.061224489796,0.0172900994055981,-11390686.0000001,20858507,7,0,341,50,0,0,0,0,0,0,0,2015,12,109.72,110.22,107.7,109.15,109.372,108.608,105.8364,2077.07,2091.69,2080.41,17730.51,17847.63,17719.92,775.14
764.5,778.65,762.52,775.14,1554100,11.7251631679925,789.502826335985,742.602173664015,772.99,779.21,768.2,783.79,780.06,774.678,773.089,766.0525,726.503199999999,625.017299999999,774.456193796342,774.456193796342,774.456193796342,774.456193796342,774.456193796342,12.9525277741716,15.0114190580376,14.8817723090055,21.7644004578472,1333.33333333333,-0.200849748937821,59.0507067758549,-39.2247043363994,60.7752956636006,0.0107778910938477,3341314.99999996,31657017,8,1,342,50,0,0,0,0,0,0,0,2015,12,109.73,109.72,110.22,110.24,109.418,108.6585,106.1166,2063.59,2077.07,2102.63,17568,17730.51,17888.35,762.55
771.1,776.09,752.01,762.55,2327500,11.6138162276092,789.494632455218,743.039367544781,775.14,772.99,779.21,777.85,764.5,771.618,772.381,766.267,729.301999999999,626.093399999999,770.487462530895,770.487462530895,770.487462530895,770.487462530895,770.487462530895,11.3186511810937,14.2728654826488,15.538788572648,20.7967533609404,1333.33333333333,-0.919922560191266,52.4599614978439,-74.3177387914231,25.6822612085769,0.012433857506331,-29303225.0000001,9984974.99999992,9,2,343,50,0,0,0,0,0,0,0,2015,12,108.06,109.73,109.72,109.56,109.307,108.6395,106.3734,2047.62,2063.59,2079.51,17492.3,17568,17729.68,760.04
